MES_REFERENCIA;COD_PERF_AGENTE;SIGLA_PERFIL_AGENTE;NOME_EMPRESARIAL;COD_PARCELA_CARGA;SIGLA_PARCELA_CARGA;CNPJ_CARGA;CIDADE;ESTADO_UF;RAMO_ATIVIDADE;SUBMERCADO;DATA_MIGRACAO;COD_PERF_AGENTE_CONECTADO;SIGLA_PERFIL_AGENTE_CONECTADO;CAPACIDADE_CARGA;CONSUMO_ACL;CONSUMO_CATIVO_PARC_LIVRE;CONSUMO_TOTAL
202512;100507;WMS SUPER SE CL;WMS SUPERMERCADOS DO BRASIL LTDA.;954894;WMS SUPER - LJ 936;93209765058700;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/09/2022;15;CELG;0.65;229.344071;0.0;229.344071
202512;24882;ATACADAO DIA A DIA 002;ATACADAO DIA A DIA S.A;955649;DIA A DIA - NOVO GA;17457404001507;NOVO GAMA;GO;COMÉRCIO;SUDESTE;01/10/2022;15;CELG;0.3;157.575225;0.0;157.575225
202512;71101;BURGER KING SE I1;ZAMP S.A.;955828;BK - SHOPPING CERRA;13574594064160;GOIÂNIA;GO;ALIMENTÍCIOS;SUDESTE;01/10/2022;15;CELG;0.056;10.829704;0.0;10.829704
202512;95859;SUPERMERCADO PRO BRASIL;SUPERMERCADO PRO BRASIL LTDA;955798;SUPERMERCADO CELINA;37629995000164;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/10/2022;15;CELG;0.1;55.132054;0.0;55.132054
202512;100507;WMS SUPER SE CL;WMS SUPERMERCADOS DO BRASIL LTDA.;907787;WMS SUPER - LJ 929;93209765057658;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/03/2017;15;CELG;0.79;330.610808;0.0;330.610808
202512;39756;SANTA CRUZ;DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA;956720;Santa GO;61940292005287;ANÁPOLIS;GO;COMÉRCIO;SUDESTE;01/11/2022;15;CELG;0.17;101.430258;0.0;101.430258
202512;44803;TRD-CIFARMAGO LIVRE;CIFARMA CIENTIFICA FARMACEUTICA LTDA EM RECUPERACAO JUDICIAL;903116;CIFARMA CIENTIFICA;17562075000169;GOIÂNIA;GO;MANUFATURADOS DIVERSOS;SUDESTE;01/08/2016;15;CELG;1.05;420.528896;0.0;420.528896
202512;60443;VIAVAREJO;GRUPO CASAS BAHIA S.A.;957732;Filial 1698 - INHUMA;33041260135922;INHUMAS;GO;COMÉRCIO;SUDESTE;01/01/2023;15;CELG;0.03;6.280061;0.0;6.280061
202512;48322;AGROMASS CL 514;AGROMASS BRASIL - IMPORTACAO E EXPORTACAO LTDA;948383;AGROMASS;06274095000207;CATALÃO;GO;ALIMENTÍCIOS;SUDESTE;01/11/2021;15;CELG;0.5;127.898809;0.0;127.898809
202512;46782;ABATEDOURO VEREDA CL 514;VEREDA ALIMENTOS LTDA;932932;ABATEDOURO VEREDA;04454667000115;GOIANÉSIA;GO;ALIMENTÍCIOS;SUDESTE;01/12/2019;15;CELG;0.65;144.391167;0.0;144.391167
202512;46856;CALCARIO URUACU CL;CALCARIO URUACU LTDA;932977;Calcário Uruaçu;06220490000118;NIQUELÂNDIA;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/12/2019;15;CELG;0.5;3.811717;0.0;3.811717
202512;45355;CICOPAL CL 514;CICOPAL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS E HIGIENE PESSOAL LTDA;908469;CICOPAL;01121175000110;SENADOR CANEDO;GO;ALIMENTÍCIOS;SUDESTE;01/04/2017;15;CELG;0.8;364.208549;0.0;364.208549
202512;91199;CIPLAN ES;CIPLAN CIMENTO PLANALTO SA;934692;CIPLAN - GUAPO;00057240000122;GUAPO;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/03/2020;15;CELG;0.8;280.272156;0.0;280.272156
202512;93110;JC DISTRIBUICAO;JC DISTRIBUICAO LOGISTICA IMPORTACAO E EXPORTACAO DE PRODUTOS INDUSTRIALIZADOS S/A;937776;JC DISTRIBUICAO;06314327000203;APARECIDA DE GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/07/2020;15;CELG;0.5;163.289952;0.0;163.289952
202512;100248;HIPER MOREIRACL 514 23;SUPERMERCADO MOREIRA LTDA;917958;Supermercado Moreira;00148007000155;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/09/2018;15;CELG;0.95;348.001647;0.0;348.001647
202512;47620;GOIAS PACK CL 514;GOIASPACK INDUSTRIA E COMERCIO LTDA;939730;GOIAS PACK;05604243000152;ANÁPOLIS;GO;MANUFATURADOS DIVERSOS;SUDESTE;01/10/2020;15;CELG;0.5;50.96558;0.0;50.96558
202512;48517;TREVO ALIMENTOS EIRELI CL 514;TREVO ALIMENTOS LTDA;919181;FRIGONEVES INDUSTRIA;16613803000151;ITAUÇU;GO;ALIMENTÍCIOS;SUDESTE;01/11/2018;15;CELG;0.65;237.701427;0.0;237.701427
202512;46877;MONTIVIDIU CAIAPONIA CL 514;MINERACAO DE CALCARIO MONTIVIDIU LTDA;937787;MONTIVIDIU CAIAPONIA;02174951000374;CAIAPÔNIA;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/07/2020;15;CELG;0.69;2.172442;0.0;2.172442
202512;46775;MGPARK CL 514;PARK EMPREENDIMENTOS COMERCIAIS S/A;934346;PARK EMPREENDIMENTOS;29641242000146;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/02/2020;15;CELG;0.6;211.595068;0.0;211.595068
202512;47071;SOL BEBIDAS CL 514;SOL INDUSTRIA E COMERCIO DE BEBIDAS LTDA;935857;SOL BEBIDAS;05105162000108;SENADOR CANEDO;GO;BEBIDAS;SUDESTE;01/04/2020;15;CELG;0.5;71.923867;0.0;71.923867
202512;112799;RUMO SAO SIMAO;TERMINAL SAO SIMAO S.A;970743;Terminal São Simão -;37227676000122;SÃO SIMÃO;GO;SERVIÇOS;SUDESTE;01/01/2024;15;CELG;1.107;134.978526;0.0;134.978526
202512;99292;COMIGO-MATRIZ LIVRE;COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DO SUDOESTE GOIANO;971350;Comigo Mineiros;02077618006540;MINEIROS;GO;COMÉRCIO;SUDESTE;01/02/2024;15;CELG;1.2;35.805724;0.0;35.805724
202512;100962;ITAU AMR I5 SE;ITAU UNIBANCO S.A.;973846;869_GOIANIA-AV INDEP;60701190067608;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/03/2024;15;CELG;0.06;10.18284;0.0;10.18284
202512;101529;SMART FIT - SUDESTE;SMARTFIT ESCOLA DE GINASTICA E DANCA S.A;975038;GOCSTS1 - 1003278891;07594978040471;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/04/2024;15;CELG;0.03;23.898262;0.0;23.898262
202512;3999;C&A MODAS;C&A MODAS S.A.;926323;C&A MODAS - GOI715;45242914009587;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/09/2019;15;CELG;0.19;54.738137;0.0;54.738137
202512;30493;SANEAGO;SANEAMENTO DE GOIAS S/A;977460;SANEAGO - UC 6400135;01616929000102;URUAÇU;GO;SANEAMENTO;SUDESTE;01/05/2024;15;CELG;0.295;179.753689;0.0;179.753689
202512;30493;SANEAGO;SANEAMENTO DE GOIAS S/A;978183;SANEAGO - UC 2040332;01616929000102;ANÁPOLIS;GO;SANEAMENTO;SUDESTE;01/05/2024;15;CELG;0.3;93.236777;0.0;93.236777
202512;30493;SANEAGO;SANEAMENTO DE GOIAS S/A;979197;SANEAGO - UC 3002477;01616929000102;INHUMAS;GO;SANEAMENTO;SUDESTE;01/06/2024;15;CELG;0.224;113.159975;0.0;113.159975
202512;86666;COMERCIAL REIS;COMERCIAL REIS LTDA;1010354;Loja 26 - UC 1004065;03044201003013;SANTA HELENA DE GOIÁS;GO;COMÉRCIO;SUDESTE;01/06/2025;15;CELG;0.18;79.067987;0.0;79.067987
202512;30493;SANEAGO;SANEAMENTO DE GOIAS S/A;1013641;UC 70026336 - EAB/ET;01616929000102;JARAGUÁ;GO;SANEAMENTO;SUDESTE;01/07/2025;15;CELG;0.266;158.432744;0.0;158.432744
202512;164692;INDUSPLAST;INDUSPLAST RECICLAGEM E EMBALAGENS LTDA;1013638;INDUSPLAST;43299255000100;ANÁPOLIS;GO;SANEAMENTO;SUDESTE;01/07/2025;15;CELG;0.5;105.773532;0.0;105.773532
202512;30493;SANEAGO;SANEAMENTO DE GOIAS S/A;1013677;UC 610006666 - RES/E;01616929000102;FORMOSA;GO;SANEAMENTO;SUDESTE;01/07/2025;15;CELG;0.282;139.157059;0.0;139.157059
202512;190183;PIRACANJUBA GYN;LATICINIOS BELA VISTA S.A.;1001591;LATICINIOS BE1001591;02089969000106;GOIÂNIA;GO;ALIMENTÍCIOS;SUDESTE;01/02/2025;15;CELG;0.18;61.988364;0.0;61.988364
202512;85898;BRADESCO ESPECIAL SECO;BANCO BRADESCO S.A.;1014680;0243-Goianesia (UC55;60746948008520;GOIANÉSIA;GO;SERVIÇOS;SUDESTE;01/07/2025;15;CELG;0.03;6.573529;0.0;6.573529
202512;85898;BRADESCO ESPECIAL SECO;BANCO BRADESCO S.A.;1014802;0240-Anapolis-Centro;60746948000112;ANÁPOLIS;GO;SERVIÇOS;SUDESTE;01/07/2025;15;CELG;0.035;8.087892;0.0;8.087892
202512;85898;BRADESCO ESPECIAL SECO;BANCO BRADESCO S.A.;1014905;1147-Av.Perimet.Nort;60746948416300;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/07/2025;15;CELG;0.045;5.56361;0.0;5.56361
202512;84816;HEINEKEN ITU EI;HNK BR INDUSTRIA DE BEBIDAS LTDA.;1016990;HNK BR IND. BEBIDAS;50221019006843;ANÁPOLIS;GO;BEBIDAS;SUDESTE;01/09/2025;15;CELG;0.3;10.313138;0.0;10.313138
202512;85898;BRADESCO ESPECIAL SECO;BANCO BRADESCO S.A.;1017274;0819-Sta.Terezinha G;60746948104163;SANTA TEREZINHA DE GOIÁS;GO;SERVIÇOS;SUDESTE;01/09/2025;15;CELG;0.03;4.545368;0.0;4.545368
202512;71012;CEREAL COM;CEREAL COMERCIO EXPORTACAO E REPRESENTACAO AGROPECUARIA SA;905825;Cereal Com. Exp e Re;00012377000160;RIO VERDE;GO;ALIMENTÍCIOS;SUDESTE;01/11/2016;15;CELG;6.35;4349.6802;0.0;4349.6802
202512;77043;CAN PACK;CAN-PACK BRASIL INDUSTRIA DE EMBALAGENS LTDA.;917431;CAN-PACK - Itumbiara;14855630000233;ITUMBIARA;GO;METALURGIA E PRODUTOS DE METAL;SUDESTE;01/08/2018;15;CELG;5.0;3009.105361;0.0;3009.105361
202512;177422;YPE QUIMICA GOIANIA ESP;QUIMICA AMPARO LTDA;917959;QUÍMICA YPÊ GOIÂNIA;43461789001677;GOIÂNIA;GO;METALURGIA E PRODUTOS DE METAL;SUDESTE;01/09/2018;15;CELG;1.54;378.614813;0.0;378.614813
202512;64298;BURGER KING;ZAMP S.A.;989965;BK FS VALPARAISO DE;13574594135954;VALPARAÍSO DE GOIÁS;GO;ALIMENTÍCIOS;SUDESTE;01/10/2024;15;CELG;0.09;17.719248;0.0;17.719248
202512;93905;COMIGO-MATRIZ ESPECIAL;COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DO SUDOESTE GOIANO;990027;COMIGO INS. RIO VERD;02077618005578;RIO VERDE;GO;COMÉRCIO;SUDESTE;01/10/2024;15;CELG;0.03;4.242246;0.0;4.242246
202512;93905;COMIGO-MATRIZ ESPECIAL;COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DO SUDOESTE GOIANO;990441;COMIGO FIRMINOPOLIS;02077618000185;FIRMINÓPOLIS;GO;COMÉRCIO;SUDESTE;01/10/2024;15;CELG;0.06;16.324793;0.0;16.324793
202512;5716;TELEFONICA SE;TELEFONICA BRASIL S.A.;994789;TELEFONICA (10011420;02558157002297;GOIÂNIA;GO;TELECOMUNICAÇÕES;SUDESTE;01/12/2024;15;CELG;0.3;198.393196;0.0;198.393196
202512;4496;COG-CPLEMGO;COOPERATIVA MISTA DOS PRODUTORES DE LEITE DE MORRINHOS;994830;COMPLEM APARECIDA DE;02667442000979;APARECIDA DE GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/12/2024;15;CELG;0.03;8.212587;0.0;8.212587
202512;47264;COSTA MULTICANAL CL 514;COSTA MULTICANAL S/A;937788;COSTA MULTICANAL 1;27289076000305;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/07/2020;15;CELG;0.5;259.714876;0.0;259.714876
202512;42300;TAC GOIANIA - LIVRE;TAC LOGISTICA LTDA;958438;TAC GOIANIA - UC 100;01456021000340;APARECIDA DE GOIÂNIA;GO;TRANSPORTE;SUDESTE;01/01/2023;15;CELG;0.5;160.042651;0.0;160.042651
202512;48657;SANEAGO LIVRE;SANEAMENTO DE GOIAS S/A;959437;SANEAGO - EEAT Ipira;01616929000102;GOIÂNIA;GO;SANEAMENTO;SUDESTE;01/03/2023;15;CELG;0.585;179.724445;0.0;179.724445
202512;76968;ACCORINVEST;HOTELARIA ALBA S.A.;959504;H3670 - HOTEL IBIS G;02419765002482;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/03/2023;15;CELG;0.12;43.665732;0.0;43.665732
202512;30493;SANEAGO;SANEAMENTO DE GOIAS S/A;959506;SANEAGO - ETE - Água;01616929000102;;GO;SANEAMENTO;SUDESTE;01/03/2023;15;CELG;0.37;181.362997;0.0;181.362997
202512;39176;CENCOSUD BRASIL 104 SE;CENCOSUD BRASIL COMERCIAL LTDA.;959934;CENCOSUD LOJA 545;39346861022998;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/04/2023;15;CELG;0.2;97.755096;0.0;97.755096
202512;39176;CENCOSUD BRASIL 104 SE;CENCOSUD BRASIL COMERCIAL LTDA.;959969;CENCOSUD LOJA 619;39346861024931;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/04/2023;15;CELG;0.221;97.784834;0.0;97.784834
202512;39176;CENCOSUD BRASIL 104 SE;CENCOSUD BRASIL COMERCIAL LTDA.;959973;CENCOSUD LOJA 662;39346861037405;SENADOR CANEDO;GO;COMÉRCIO;SUDESTE;01/04/2023;15;CELG;0.261;121.521749;0.0;121.521749
202512;31307;COG-CPLEMGO INDUSTRIA;COOPERATIVA MISTA DOS PRODUTORES DE LEITE DE MORRINHOS;71766;COMPLEM-MORRINHOS;02667442001436;MORRINHOS;GO;COMÉRCIO;SUDESTE;01/01/2012;15;CELG;1.075;379.544029;0.0;379.544029
202512;85644;HEINZ CL 514;HEINZ BRASIL S.A.;900937;HEINZ NG Nova Goiás;50955707001100;NERÓPOLIS;GO;ALIMENTÍCIOS;SUDESTE;01/07/2016;15;CELG;2.5;1172.630773;0.0;1172.630773
202512;71995;CARAMURU S SIMAO;CARAMURU ALIMENTOS  S/A;901092;CARAMURU SAO SIMAO;00080671000371;SÃO SIMÃO;GO;ALIMENTÍCIOS;SUDESTE;01/07/2016;15;CELG;3.7;1861.850699;0.0;1861.850699
202512;86633;SYNGENTA S;SYNGENTA SEEDS LTDA;897687;SYNGENTA FORMOSA;28403532003295;FORMOSA;GO;ALIMENTÍCIOS;SUDESTE;01/01/2016;15;CELG;2.65;2066.500187;0.0;2066.500187
202512;99125;SHOPPING BRV CL 514;BURITI SHOPPING RIO VERDE;905023;SHOP BURITI RIO VERD;24130714000182;RIO VERDE;GO;SERVIÇOS;SUDESTE;01/10/2016;15;CELG;1.61;600.981557;0.0;600.981557
202512;27128;LATICINIOS CENTRO OESTE CL;LACTOSUL INDUSTRIA DE LATICINIOS -LTDA;907767;LACTOSUL;05915146000261;PIRANHAS;GO;ALIMENTÍCIOS;SUDESTE;01/02/2017;15;CELG;1.6;924.267047;0.0;924.267047
202512;71996;CARAMURU IPAMERI;CARAMURU ALIMENTOS  S/A;908058;CARAMURU IPAMERI;00080671002153;IPAMERI;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/03/2017;15;CELG;3.7;2993.938213;0.0;2993.938213
202512;66541;MEGA MODA;SPE MEGA MODA SHOPPING LTDA;907176;LOJA;14366423000134;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/01/2017;15;CELG;0.47;130.601731;0.0;130.601731
202512;82846;RIACHUELO LT 1 SE/CO;LOJAS RIACHUELO SA;898037;RIACHUELO LJ 42;33200056005450;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/02/2016;15;CELG;0.23;46.679205;0.0;46.679205
202512;31630;BELMA MATRIZ CL 514;BELMA INDUSTRIAL DE GENEROS ALIMENTICIOS LTDA;922544;Belma Industrial;08039334000180;APARECIDA DE GOIÂNIA;GO;ALIMENTÍCIOS;SUDESTE;01/02/2019;15;CELG;1.0;264.313806;0.0;264.313806
202512;31436;SHOPPING BOUGAINVILLE CL;CONDOMINIO SHOPPING BOUGAINVILLE;915105;Shopping Bougainvill;09332238000199;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/07/2018;15;CELG;1.07;260.300535;0.0;260.300535
202512;4496;COG-CPLEMGO;COOPERATIVA MISTA DOS PRODUTORES DE LEITE DE MORRINHOS;923194;COMPLEM-GRANE;02667442002670;MORRINHOS;GO;SERVIÇOS;SUDESTE;01/04/2019;15;CELG;0.25;17.400484;0.0;17.400484
202512;63049;DURO PVC;DURO PVC LTDA;904091;DURO PVC JD ELDORADO;00426978000110;APARECIDA DE GOIÂNIA;GO;MANUFATURADOS DIVERSOS;SUDESTE;01/09/2016;15;CELG;1.431;227.632829;0.0;227.632829
202512;74641;COMIGO;COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DO SUDOESTE GOIANO;915533;COMIGO - RIO VERDE;02077618000266;RIO VERDE;GO;ALIMENTÍCIOS;SUDESTE;01/08/2018;15;CELG;18.0;4981.141034;0.0;4981.141034
202512;31867;GSA GAMA CL 514;GSA GAMA SUCOS E ALIMENTOS LTDA.;907832;GSA;00774265000147;APARECIDA DE GOIÂNIA;GO;BEBIDAS;SUDESTE;01/03/2017;15;CELG;1.0;296.582105;0.0;296.582105
202512;35515;SGB WEBER ANAPOLIS EI;SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;896206;SGBRAS ANÁPOLIS I;61064838002420;ANÁPOLIS;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/08/2015;15;CELG;0.485;146.346741;0.0;146.346741
202512;85296;JBS FRIBOI CL7;JBS S/A;904684;JBS SEN CANEDO;02916265020004;SENADOR CANEDO;GO;ALIMENTÍCIOS;SUDESTE;01/10/2016;15;CELG;4.8;2013.393708;0.0;2013.393708
202512;67083;LDC BRASIL JATAI CL SE;LOUIS DREYFUS COMPANY BRASIL S.A.;904704;LDC BRASIL JATAI;47067525007625;JATAÍ;GO;ALIMENTÍCIOS;SUDESTE;01/10/2016;15;CELG;5.55;3648.445711;0.0;3648.445711
202512;85675;KLABIN RIOVERDE CL;KLABIN S.A.;907763;KLABIN RIO VERDE;89637490017200;RIO VERDE;GO;MADEIRA, PAPEL E CELULOSE;SUDESTE;01/02/2017;15;CELG;1.1;483.585058;0.0;483.585058
202512;62592;LF PLASTICOS ESP;LF PLASTICOS LTDA;904219;LF PLASTICOS;06947499000125;APARECIDA DE GOIÂNIA;GO;MANUFATURADOS DIVERSOS;SUDESTE;01/09/2016;15;CELG;0.78;302.223361;0.0;302.223361
202512;82846;RIACHUELO LT 1 SE/CO;LOJAS RIACHUELO SA;926024;RCHLO LOJA 40;33200056013470;ANÁPOLIS;GO;COMÉRCIO;SUDESTE;01/09/2019;15;CELG;0.227;42.233121;0.0;42.233121
202512;86578;TATICO SETOR CENTRO OESTE;CENTRO OESTE COMERCIAL DE ALIMENTOS LTDA;928903;TATICO JARDIM BELA M;24447350000240;APARECIDA DE GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/10/2019;15;CELG;0.34;204.896934;0.0;204.896934
202512;31456;BRITACAL CL 514;BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA;930844;BRITACAL DIVINOPOLIS;26970103001069;DIVINÓPOLIS DE GOIÁS;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/11/2019;15;CELG;1.495;10.568037;0.0;10.568037
202512;24540;SHG SEMENTES CL;SHG SEMENTES E SERVICOS LTDA;905803;MONSANTO SHG;37302618000116;SANTA HELENA DE GOIÁS;GO;ALIMENTÍCIOS;SUDESTE;01/12/2016;15;CELG;2.1;476.300017;0.0;476.300017
202512;86562;BOM LIXO;BOMLIXO INDUSTRIA E COMERCIO LTDA;932957;BOMLIXO DO ACUCAR;05324532000106;GOIÂNIA;GO;MANUFATURADOS DIVERSOS;SUDESTE;01/12/2019;15;CELG;0.42;210.152898;0.0;210.152898
202512;31962;GOIASCAL CL;GOIASCAL MINERACAO E CALCARIO LTDA;934314;GOIASCAL MINERACAO C;01413855000700;INDIARA;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/02/2020;15;CELG;1.6;60.709358;0.0;60.709358
202512;31249;GOIASFILLER CL;GOIASFILLER MINERACAO LTDA;934543;GOIASFILLER MINERACA;07475736000165;INDIARA;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/02/2020;15;CELG;1.245;383.968914;0.0;383.968914
202512;1442;CBD;COMPANHIA BRASILEIRA DE DISTRIBUICAO;936112;CBD - T63 - 2378;47508411034301;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/05/2020;15;CELG;0.35;134.054554;0.0;134.054554
202512;86666;COMERCIAL REIS;COMERCIAL REIS LTDA;937751;Loja 08;03044201001070;CATALÃO;GO;COMÉRCIO;SUDESTE;01/07/2020;15;CELG;0.11;57.028347;0.0;57.028347
202512;86666;COMERCIAL REIS;COMERCIAL REIS LTDA;937738;Loja 03;03044201000340;ITUMBIARA;GO;COMÉRCIO;SUDESTE;01/07/2020;15;CELG;0.105;52.609106;0.0;52.609106
202512;25518;B2W CE;AMERICANAS S.A - EM RECUPERACAO JUDICIAL;938087;LASA Loja 285;00776574168413;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/08/2020;15;CELG;0.109;22.926482;0.0;22.926482
202512;96164;CENTRO OESTE OLEO QUIMICA;CENTRO OESTE OLEO QUIMICA LTDA;938155;PRODUTOS OESTE;08251405000104;LEOPOLDO DE BULHÕES;GO;QUÍMICOS;SUDESTE;01/08/2020;15;CELG;0.5;130.790345;0.0;130.790345
