MES_REFERENCIA;COD_PERF_AGENTE;SIGLA_PERFIL_AGENTE;NOME_EMPRESARIAL;COD_PARCELA_CARGA;SIGLA_PARCELA_CARGA;CNPJ_CARGA;CIDADE;ESTADO_UF;RAMO_ATIVIDADE;SUBMERCADO;DATA_MIGRACAO;COD_PERF_AGENTE_CONECTADO;SIGLA_PERFIL_AGENTE_CONECTADO;CAPACIDADE_CARGA;CONSUMO_ACL;CONSUMO_CATIVO_PARC_LIVRE;CONSUMO_TOTAL
202607;217229;LASA CARGA SE PAINEIRAS;LASA LAGO AZUL SA;1027015;LASA CARGA SE PAINEI;02678100000105;IPAMERI;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/06/2026;15;CELG;1.7;0.019316;0.0;0.019316
202607;99081;COMIVA;COOPERATIVA MISTA AGROPECUARIA DO VALE DO ARAGUAIA;1027716;COMIVA FABRICA DE RA;01167501000120;MINEIROS;GO;COMÉRCIO;SUDESTE;01/07/2026;15;CELG;0.205;34.701429;0.0;34.701429
202607;215532;AURORA ANAPOLIS - LIVRE;AURORA DA AMAZONIA TERMINAIS E SERVICOS LTDA;1027704;AURORA - ANÁPOLIS;04694548000300;RIANÁPOLIS;GO;SERVIÇOS;SUDESTE;01/07/2026;15;CELG;0.5;21.32137;0.0;21.32137
202607;96052;TRANSZILLI;TRANSPORTES E ARMAZENAGEM ZILLI LTDA;1004595;TRANSZILLI POLO;81804684000267;APARECIDA DE GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/03/2025;15;CELG;0.115;7.791736;0.0;7.791736
202607;99292;COMIGO-MATRIZ LIVRE;COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DO SUDOESTE GOIANO;940398;COM- MONTES CLAROS;02077618004253;MONTES CLAROS DE GOIÁS;GO;SERVIÇOS;SUDESTE;01/12/2020;15;CELG;1.2;94.410607;0.0;94.410607
202607;116340;MOSAIC - CATALAO;MOSAIC FERTILIZANTES DO BRASIL LTDA.;909696;MOSAIC CATALAO;61156501011352;CATALÃO;GO;QUÍMICOS;SUDESTE;01/07/2017;15;CELG;0.26;23.676895;0.0;23.676895
202607;116398;MOSAIC PEK CATALAO;MOSAIC FERTILIZANTES P&K LTDA.;7080;MOSAIC FERTILIZANTES;33931486001021;CATALÃO;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/11/2003;15;CELG;20.5;2187.841646;0.0;2187.841646
202607;64434;IGUASPORT;IGUASPORT LTDA;907174;IGUASPORT GOIANIA;02314041002393;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/01/2017;15;CELG;0.255;97.613213;0.0;97.613213
202607;37878;BRK GO;BRK AMBIENTAL - GOIAS S.A.;954608;BRK GO - EEE ALMEIDA;18123402000149;APARECIDA DE GOIÂNIA;GO;SANEAMENTO;SUDESTE;01/08/2022;15;CELG;0.14;36.462372;0.0;36.462372
202607;37878;BRK GO;BRK AMBIENTAL - GOIAS S.A.;954532;BRK GO - ETE CHAPADI;18123402000300;RIO VERDE;GO;SANEAMENTO;SUDESTE;01/08/2022;15;CELG;0.112;119.568684;0.0;119.568684
202607;70822;CRISTALINA CL;CRISTALINA ALIMENTOS LTDA;902661;CRISTALINA ALIMENTOS;10666522000180;CRISTALINA;GO;ALIMENTÍCIOS;SUDESTE;01/08/2016;15;CELG;5.0;2320.951099;0.0;2320.951099
202607;100507;WMS SUPER SE CL;WMS SUPERMERCADOS DO BRASIL LTDA.;954894;WMS SUPER - LJ 936;93209765058700;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/09/2022;15;CELG;0.65;205.713126;0.0;205.713126
202607;24882;ATACADAO DIA A DIA 002;ATACADAO DIA A DIA S.A;955649;DIA A DIA - NOVO GA;17457404001507;NOVO GAMA;GO;COMÉRCIO;SUDESTE;01/10/2022;15;CELG;0.3;167.859093;0.0;167.859093
202607;71101;BURGER KING SE I1;ZAMP S.A.;955828;BK - SHOPPING CERRA;13574594064160;GOIÂNIA;GO;ALIMENTÍCIOS;SUDESTE;01/10/2022;15;CELG;0.056;10.34709;0.0;10.34709
202607;100507;WMS SUPER SE CL;WMS SUPERMERCADOS DO BRASIL LTDA.;907787;WMS SUPER - LJ 929;93209765057658;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/03/2017;15;CELG;0.79;260.993525;0.0;260.993525
202607;39756;SANTA CRUZ;DISTRIBUIDORA DE MEDICAMENTOS SANTA CRUZ LTDA;956720;Santa GO;61940292005287;ANÁPOLIS;GO;COMÉRCIO;SUDESTE;01/11/2022;15;CELG;0.17;108.108559;0.0;108.108559
202607;44803;TRD-CIFARMAGO LIVRE;CIFARMA CIENTIFICA FARMACEUTICA LTDA EM RECUPERACAO JUDICIAL;903116;CIFARMA CIENTIFICA;17562075000169;GOIÂNIA;GO;MANUFATURADOS DIVERSOS;SUDESTE;01/08/2016;15;CELG;1.05;305.498987;0.0;305.498987
202607;60443;VIAVAREJO;GRUPO CASAS BAHIA S.A.;957732;Filial 1698 - INHUMA;33041260135922;INHUMAS;GO;COMÉRCIO;SUDESTE;01/01/2023;15;CELG;0.03;6.158387;0.0;6.158387
202607;48322;AGROMASS CL 514;AGROMASS BRASIL - IMPORTACAO E EXPORTACAO LTDA;948383;AGROMASS;06274095000207;CATALÃO;GO;ALIMENTÍCIOS;SUDESTE;01/11/2021;15;CELG;0.5;91.758884;0.0;91.758884
202607;46782;ABATEDOURO VEREDA CL 514;VEREDA ALIMENTOS LTDA;932932;ABATEDOURO VEREDA;04454667000115;GOIANÉSIA;GO;ALIMENTÍCIOS;SUDESTE;01/12/2019;15;CELG;0.65;133.941314;0.0;133.941314
202607;46856;CALCARIO URUACU CL;CALCARIO URUACU LTDA;932977;Calcário Uruaçu;06220490000118;NIQUELÂNDIA;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/12/2019;15;CELG;0.5;50.948394;0.0;50.948394
202607;45355;CICOPAL CL 514;CICOPAL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS E HIGIENE PESSOAL LTDA;908469;CICOPAL;01121175000110;SENADOR CANEDO;GO;ALIMENTÍCIOS;SUDESTE;01/04/2017;15;CELG;0.8;251.437288;0.0;251.437288
202607;91199;CIPLAN ES;CIPLAN CIMENTO PLANALTO SA;934692;CIPLAN - GUAPO;00057240000122;GUAPO;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/03/2020;15;CELG;0.8;344.400148;0.0;344.400148
202607;93110;JC DISTRIBUICAO;JC DISTRIBUICAO LOGISTICA IMPORTACAO E EXPORTACAO DE PRODUTOS INDUSTRIALIZADOS S/A;937776;JC DISTRIBUICAO;06314327000203;APARECIDA DE GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/07/2020;15;CELG;0.5;153.143217;0.0;153.143217
202607;100248;HIPER MOREIRACL 514 23;SUPERMERCADO MOREIRA LTDA;917958;Supermercado Moreira;00148007000155;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/09/2018;15;CELG;0.95;314.75029;0.0;314.75029
202607;47620;GOIAS PACK CL 514;GOIASPACK INDUSTRIA E COMERCIO LTDA;939730;GOIAS PACK;05604243000152;ANÁPOLIS;GO;MANUFATURADOS DIVERSOS;SUDESTE;01/10/2020;15;CELG;0.5;78.235936;0.0;78.235936
202607;48517;TREVO ALIMENTOS EIRELI CL 514;TREVO ALIMENTOS LTDA;919181;FRIGONEVES INDUSTRIA;16613803000151;ITAUÇU;GO;ALIMENTÍCIOS;SUDESTE;01/11/2018;15;CELG;0.65;225.828921;0.0;225.828921
202607;46877;MONTIVIDIU CAIAPONIA CL 514;MINERACAO DE CALCARIO MONTIVIDIU LTDA;937787;MONTIVIDIU CAIAPONIA;02174951000374;CAIAPÔNIA;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/07/2020;15;CELG;0.69;181.246572;0.0;181.246572
202607;46775;MGPARK CL 514;PARK EMPREENDIMENTOS COMERCIAIS S/A;934346;PARK EMPREENDIMENTOS;29641242000146;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/02/2020;15;CELG;0.6;157.185711;0.0;157.185711
202607;47071;SOL BEBIDAS CL 514;SOL INDUSTRIA E COMERCIO DE BEBIDAS LTDA;935857;SOL BEBIDAS;05105162000108;SENADOR CANEDO;GO;BEBIDAS;SUDESTE;01/04/2020;15;CELG;0.5;70.213338;0.0;70.213338
202607;112799;RUMO SAO SIMAO;TERMINAL SAO SIMAO S.A;970743;Terminal São Simão -;37227676000122;SÃO SIMÃO;GO;SERVIÇOS;SUDESTE;01/01/2024;15;CELG;1.107;252.841389;0.0;252.841389
202607;99292;COMIGO-MATRIZ LIVRE;COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DO SUDOESTE GOIANO;971350;Comigo Mineiros;02077618006540;MINEIROS;GO;COMÉRCIO;SUDESTE;01/02/2024;15;CELG;1.2;354.048733;0.0;354.048733
202607;100962;ITAU AMR I5 SE;ITAU UNIBANCO S.A.;973846;869_GOIANIA-AV INDEP;60701190067608;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/03/2024;15;CELG;0.06;0.954883;0.0;0.954883
202607;101529;SMART FIT - SUDESTE;SMARTFIT ESCOLA DE GINASTICA E DANCA S.A;975038;GOCSTS1 - 1003278891;07594978040471;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/04/2024;15;CELG;0.03;20.204449;0.0;20.204449
202607;3999;C&A MODAS;C&A MODAS S.A.;926323;C&A MODAS - GOI715;45242914009587;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/09/2019;15;CELG;0.19;46.630447;0.0;46.630447
202607;30493;SANEAGO;SANEAMENTO DE GOIAS S/A;977460;SANEAGO - UC 6400135;01616929000102;URUAÇU;GO;SANEAMENTO;SUDESTE;01/05/2024;15;CELG;0.295;195.950767;0.0;195.950767
202607;30493;SANEAGO;SANEAMENTO DE GOIAS S/A;978183;SANEAGO - UC 2040332;01616929000102;ANÁPOLIS;GO;SANEAMENTO;SUDESTE;01/05/2024;15;CELG;0.3;103.589747;0.0;103.589747
202607;30493;SANEAGO;SANEAMENTO DE GOIAS S/A;979197;SANEAGO - UC 3002477;01616929000102;INHUMAS;GO;SANEAMENTO;SUDESTE;01/06/2024;15;CELG;0.224;97.78389;0.0;97.78389
202607;86666;COMERCIAL REIS;COMERCIAL REIS LTDA;1010354;Loja 26 - UC 1004065;03044201003013;SANTA HELENA DE GOIÁS;GO;COMÉRCIO;SUDESTE;01/06/2025;15;CELG;0.18;72.186237;0.0;72.186237
202607;30493;SANEAGO;SANEAMENTO DE GOIAS S/A;1013641;UC 70026336 - EAB/ET;01616929000102;JARAGUÁ;GO;SANEAMENTO;SUDESTE;01/07/2025;15;CELG;0.266;158.502323;0.0;158.502323
202607;164692;INDUSPLAST;INDUSPLAST RECICLAGEM E EMBALAGENS LTDA;1013638;INDUSPLAST;43299255000100;ANÁPOLIS;GO;SANEAMENTO;SUDESTE;01/07/2025;15;CELG;0.5;132.402447;0.0;132.402447
202607;30493;SANEAGO;SANEAMENTO DE GOIAS S/A;1013677;UC 610006666 - RES/E;01616929000102;FORMOSA;GO;SANEAMENTO;SUDESTE;01/07/2025;15;CELG;0.282;144.638793;0.0;144.638793
202607;190183;PIRACANJUBA GYN;LATICINIOS BELA VISTA S.A.;1001591;LATICINIOS BE1001591;02089969000106;GOIÂNIA;GO;ALIMENTÍCIOS;SUDESTE;01/02/2025;15;CELG;0.18;58.92933;0.0;58.92933
202607;85898;BRADESCO ESPECIAL SECO;BANCO BRADESCO S.A.;1014680;0243-Goianesia (UC55;60746948008520;GOIANÉSIA;GO;SERVIÇOS;SUDESTE;01/07/2025;15;CELG;0.03;5.075623;0.0;5.075623
202607;85898;BRADESCO ESPECIAL SECO;BANCO BRADESCO S.A.;1014802;0240-Anapolis-Centro;60746948000112;ANÁPOLIS;GO;SERVIÇOS;SUDESTE;01/07/2025;15;CELG;0.035;7.811142;0.0;7.811142
202607;85898;BRADESCO ESPECIAL SECO;BANCO BRADESCO S.A.;1014905;1147-Av.Perimet.Nort;60746948416300;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/07/2025;15;CELG;0.045;5.161097;0.0;5.161097
202607;84816;HEINEKEN ITU EI;HNK BR INDUSTRIA DE BEBIDAS LTDA.;1016990;HNK BR IND. BEBIDAS;50221019006843;ANÁPOLIS;GO;BEBIDAS;SUDESTE;01/09/2025;15;CELG;0.3;9.578784;0.0;9.578784
202607;85898;BRADESCO ESPECIAL SECO;BANCO BRADESCO S.A.;1017274;0819-Sta.Terezinha G;60746948104163;SANTA TEREZINHA DE GOIÁS;GO;SERVIÇOS;SUDESTE;01/09/2025;15;CELG;0.03;4.311232;0.0;4.311232
202607;71012;CEREAL COM;CEREAL COMERCIO EXPORTACAO E REPRESENTACAO AGROPECUARIA SA;905825;Cereal Com. Exp e Re;00012377000160;RIO VERDE;GO;ALIMENTÍCIOS;SUDESTE;01/11/2016;15;CELG;6.35;4801.061287;0.0;4801.061287
202607;77043;CAN PACK;CAN-PACK BRASIL INDUSTRIA DE EMBALAGENS LTDA.;917431;CAN-PACK - Itumbiara;14855630000233;ITUMBIARA;GO;METALURGIA E PRODUTOS DE METAL;SUDESTE;01/08/2018;15;CELG;5.0;3297.220323;0.0;3297.220323
202607;177422;YPE QUIMICA GOIANIA ESP;QUIMICA AMPARO LTDA;917959;QUÍMICA YPÊ GOIÂNIA;43461789001677;GOIÂNIA;GO;METALURGIA E PRODUTOS DE METAL;SUDESTE;01/09/2018;15;CELG;1.54;368.64478;0.0;368.64478
202607;64298;BURGER KING;ZAMP S.A.;989965;BK FS VALPARAISO DE;13574594135954;VALPARAÍSO DE GOIÁS;GO;ALIMENTÍCIOS;SUDESTE;01/10/2024;15;CELG;0.09;22.594806;0.0;22.594806
202607;93905;COMIGO-MATRIZ ESPECIAL;COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DO SUDOESTE GOIANO;990027;COMIGO INS. RIO VERD;02077618005578;RIO VERDE;GO;COMÉRCIO;SUDESTE;01/10/2024;15;CELG;0.03;2.438104;0.0;2.438104
202607;93905;COMIGO-MATRIZ ESPECIAL;COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DO SUDOESTE GOIANO;990441;COMIGO FIRMINOPOLIS;02077618000185;FIRMINÓPOLIS;GO;COMÉRCIO;SUDESTE;01/10/2024;15;CELG;0.06;14.73359;0.0;14.73359
202607;5716;TELEFONICA SE;TELEFONICA BRASIL S.A.;994789;TELEFONICA (10011420;02558157002297;GOIÂNIA;GO;TELECOMUNICAÇÕES;SUDESTE;01/12/2024;15;CELG;0.3;162.591731;0.0;162.591731
202607;4496;COG-CPLEMGO;COOPERATIVA MISTA DOS PRODUTORES DE LEITE DE MORRINHOS;994830;COMPLEM APARECIDA DE;02667442000979;APARECIDA DE GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/12/2024;15;CELG;0.03;5.83287;0.0;5.83287
202607;47264;COSTA MULTICANAL CL 514;COSTA MULTICANAL S/A;937788;COSTA MULTICANAL 1;27289076000305;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/07/2020;15;CELG;0.5;166.28577;0.0;166.28577
202607;48657;SANEAGO LIVRE;SANEAMENTO DE GOIAS S/A;959437;SANEAGO - EEAT Ipira;01616929000102;GOIÂNIA;GO;SANEAMENTO;SUDESTE;01/03/2023;15;CELG;0.585;201.800854;0.0;201.800854
202607;76968;ACCORINVEST;HOTELARIA ALBA S.A.;959504;H3670 - HOTEL IBIS G;02419765002482;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/03/2023;15;CELG;0.12;38.579702;0.0;38.579702
202607;30493;SANEAGO;SANEAMENTO DE GOIAS S/A;959506;SANEAGO - ETE - Água;01616929000102;;GO;SANEAMENTO;SUDESTE;01/03/2023;15;CELG;0.37;221.786304;0.0;221.786304
202607;39176;CENCOSUD BRASIL 104 SE;CENCOSUD BRASIL COMERCIAL LTDA.;959934;CENCOSUD LOJA 545;39346861022998;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/04/2023;15;CELG;0.2;87.405157;0.0;87.405157
202607;39176;CENCOSUD BRASIL 104 SE;CENCOSUD BRASIL COMERCIAL LTDA.;959969;CENCOSUD LOJA 619;39346861024931;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/04/2023;15;CELG;0.221;79.989018;0.0;79.989018
202607;39176;CENCOSUD BRASIL 104 SE;CENCOSUD BRASIL COMERCIAL LTDA.;959973;CENCOSUD LOJA 662;39346861037405;SENADOR CANEDO;GO;COMÉRCIO;SUDESTE;01/04/2023;15;CELG;0.261;93.887768;0.0;93.887768
202607;31307;COG-CPLEMGO INDUSTRIA;COOPERATIVA MISTA DOS PRODUTORES DE LEITE DE MORRINHOS;71766;COMPLEM-MORRINHOS;02667442001436;MORRINHOS;GO;COMÉRCIO;SUDESTE;01/01/2012;15;CELG;1.075;334.797879;0.0;334.797879
202607;85644;HEINZ CL 514;HEINZ BRASIL S.A.;900937;HEINZ NG Nova Goiás;50955707001100;NERÓPOLIS;GO;ALIMENTÍCIOS;SUDESTE;01/07/2016;15;CELG;2.5;1524.393107;0.0;1524.393107
202607;71995;CARAMURU S SIMAO;CARAMURU ALIMENTOS  S/A;901092;CARAMURU SAO SIMAO;00080671000371;SÃO SIMÃO;GO;ALIMENTÍCIOS;SUDESTE;01/07/2016;15;CELG;3.7;1671.484062;0.0;1671.484062
202607;86633;SYNGENTA S;SYNGENTA SEEDS LTDA;897687;SYNGENTA FORMOSA;28403532003295;FORMOSA;GO;ALIMENTÍCIOS;SUDESTE;01/01/2016;15;CELG;2.65;2194.806434;0.0;2194.806434
202607;99125;SHOPPING BRV CL 514;BURITI SHOPPING RIO VERDE;905023;SHOP BURITI RIO VERD;24130714000182;RIO VERDE;GO;SERVIÇOS;SUDESTE;01/10/2016;15;CELG;1.61;539.69084;0.0;539.69084
202607;27128;LATICINIOS CENTRO OESTE CL;LACTOSUL INDUSTRIA DE LATICINIOS -LTDA;907767;LACTOSUL;05915146000261;PIRANHAS;GO;ALIMENTÍCIOS;SUDESTE;01/02/2017;15;CELG;1.6;914.064021;0.0;914.064021
202607;71996;CARAMURU IPAMERI;CARAMURU ALIMENTOS  S/A;908058;CARAMURU IPAMERI;00080671002153;IPAMERI;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/03/2017;15;CELG;3.7;4147.456675;0.0;4147.456675
202607;66541;MEGA MODA;SPE MEGA MODA SHOPPING LTDA;907176;LOJA;14366423000134;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/01/2017;15;CELG;0.47;95.697545;0.0;95.697545
202607;82846;RIACHUELO LT 1 SE/CO;LOJAS RIACHUELO SA;898037;RIACHUELO LJ 42;33200056005450;GOIÂNIA;GO;COMÉRCIO;SUDESTE;01/02/2016;15;CELG;0.23;49.170719;0.0;49.170719
202607;31630;BELMA MATRIZ CL 514;BELMA INDUSTRIAL DE GENEROS ALIMENTICIOS LTDA;922544;Belma Industrial;08039334000180;APARECIDA DE GOIÂNIA;GO;ALIMENTÍCIOS;SUDESTE;01/02/2019;15;CELG;1.0;319.534257;0.0;319.534257
202607;31436;SHOPPING BOUGAINVILLE CL;CONDOMINIO SHOPPING BOUGAINVILLE;915105;Shopping Bougainvill;09332238000199;GOIÂNIA;GO;SERVIÇOS;SUDESTE;01/07/2018;15;CELG;1.07;210.882482;0.0;210.882482
202607;4496;COG-CPLEMGO;COOPERATIVA MISTA DOS PRODUTORES DE LEITE DE MORRINHOS;923194;COMPLEM-GRANE;02667442002670;MORRINHOS;GO;SERVIÇOS;SUDESTE;01/04/2019;15;CELG;0.25;49.783233;0.0;49.783233
202607;63049;DURO PVC;DURO PVC LTDA;904091;DURO PVC JD ELDORADO;00426978000110;APARECIDA DE GOIÂNIA;GO;MANUFATURADOS DIVERSOS;SUDESTE;01/09/2016;15;CELG;1.431;409.775903;0.0;409.775903
202607;74641;COMIGO;COOPERATIVA AGROINDUSTRIAL DOS PRODUTORES RURAIS DO SUDOESTE GOIANO;915533;COMIGO - RIO VERDE;02077618000266;RIO VERDE;GO;ALIMENTÍCIOS;SUDESTE;01/08/2018;15;CELG;18.0;8692.693346;0.0;8692.693346
202607;31867;GSA GAMA CL 514;GSA GAMA SUCOS E ALIMENTOS LTDA.;907832;GSA;00774265000147;APARECIDA DE GOIÂNIA;GO;BEBIDAS;SUDESTE;01/03/2017;15;CELG;1.0;399.60395;0.0;399.60395
202607;35515;SGB WEBER ANAPOLIS EI;SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;896206;SGBRAS ANÁPOLIS I;61064838002420;ANÁPOLIS;GO;MINERAIS NÃO-METÁLICOS;SUDESTE;01/08/2015;15;CELG;0.485;184.805183;0.0;184.805183
202607;85296;JBS FRIBOI CL7;JBS S/A;904684;JBS SEN CANEDO;02916265020004;SENADOR CANEDO;GO;ALIMENTÍCIOS;SUDESTE;01/10/2016;15;CELG;4.8;1559.385915;0.0;1559.385915
202607;67083;LDC BRASIL JATAI CL SE;LOUIS DREYFUS COMPANY BRASIL S.A.;904704;LDC BRASIL JATAI;47067525007625;JATAÍ;GO;ALIMENTÍCIOS;SUDESTE;01/10/2016;15;CELG;5.55;3941.279751;0.0;3941.279751
202607;85675;KLABIN RIOVERDE CL;KLABIN S.A.;907763;KLABIN RIO VERDE;89637490017200;RIO VERDE;GO;MADEIRA, PAPEL E CELULOSE;SUDESTE;01/02/2017;15;CELG;1.1;528.320797;0.0;528.320797
